Year,Department,JobTitle,AveAnnualRate,NumEmployees
2010,Finance,Buyer II                      ,40941.33333,3
2010,Finance,Cash Management Coordinator   ,49712,1
2010,Finance,Cashier                       ,34715.2,1
2010,Finance,Controller                    ,94166.8,1
2010,Finance,Director                      ,94684.2,3
2010,Finance,Executive Administrator       ,89648,1
2010,Finance,Executive Assistant           ,46425.6,1
2010,Finance,Executive Liaison             ,56097.6,1
2010,Finance,Finance Accountant I          ,44581.33333,3
2010,Finance,Finance Accountant II         ,57054.4,2
2010,Finance,Finance Coordinator           ,67849.6,1
2010,Finance,Finance Specialist            ,34021.86667,3
2010,Finance,Finance Supvsr I              ,44096,1
2010,Finance,Financial Systems Coordinator ,54371.2,1
2010,Finance,Grants Supvsr                 ,50024,1
2010,Finance,Graphic Specialist - S4       ,66102.4,1
2010,Finance,Info Systems Analyst          ,48672,1
2010,Finance,Investment Analyst II         ,74900.8,1
2010,Finance,Management Assistant U310     ,30513.6,1
2010,Finance,OMB Accountant I              ,35484.8,1
2010,Finance,OMB Accountant II             ,45378.66667,3
2010,Finance,OMB Compliance Manager        ,68348.8,1
2010,Finance,OMB Manager                   ,68348.8,2
2010,Finance,OMB Risk Management Manager   ,68348.8,1
2010,Finance,OMB Risk Management Supvsr    ,53040,1
2010,Finance,OMB Technician                ,26915.2,1
2010,Finance,Org Performance Admin         ,71068.4,1
2010,Finance,Payroll Analyst I             ,34101.6,2
2010,Finance,Payroll Analyst II            ,42369.6,1
2010,Finance,Payroll Coordinator           ,46300.8,1
2010,Finance,Payroll Supvsr                ,64251.2,1
2010,Finance,Policy Analyst                ,67516.8,1
2010,Finance,Project Supvsr                ,56700.8,1
2010,Finance,Purchasing Supvsr             ,57241.6,1
2010,Finance,Risk Management Analyst       ,35172.8,1
2010,Finance,Surplus Property Coordinator  ,36608,1
2011,Finance,Administrative Asst - S3      ,31491.2,1
2011,Finance,Administrative Specialist     ,36940.8,1
2011,Finance,Administrative Specialist - S3,56284.8,1
2011,Finance,Budget Analyst I              ,23556,1
2011,Finance,Budget Analyst II             ,50918.4,1
2011,Finance,Budget Planning Analyst       ,57706.13333,3
2011,Finance,Business Accountant I         ,35630.4,12
2011,Finance,Business Accountant II        ,48271.12727,11
2011,Finance,Business Administrator        ,68642.31111,9
2011,Finance,Business Specialist           ,28849.6,2
2011,Finance,Buyer I                       ,34049.6,1
2011,Finance,Buyer II                      ,40941.33333,3
2011,Finance,Buyer III                     ,44096,2
2011,Finance,Cash Management Coordinator   ,49712,1
2011,Finance,Cashier                       ,34715.2,1
2011,Finance,Chief Financial Officer       ,113001.2,1
2011,Finance,Controller                    ,94166.8,1
2011,Finance,Director                      ,94684.2,3
2011,Finance,Executive Administrator       ,86548.8,3
2011,Finance,Executive Assistant           ,46425.6,1
2011,Finance,Executive Liaison             ,56097.6,1
2011,Finance,Finance Coordinator           ,67849.6,1
2011,Finance,Finance Specialist            ,31473.37143,7
2011,Finance,Finance Supvsr I              ,44096,1
2011,Finance,Finance Supvsr II             ,57824,1
2011,Finance,Financial Systems Coordinator ,54371.2,1
2011,Finance,Grants Compliance Supvr       ,62004.8,1
2011,Finance,Grants Management Supvr       ,62004.8,1
2011,Finance,Graphic Specialist - S4       ,66102.4,1
2011,Finance,Info Systems Analyst          ,48672,1
2011,Finance,Investment Analyst II         ,74900.8,1
2011,Finance,Management Assistant U310     ,29577.6,2
2011,Finance,OMB Accountant I              ,35484.8,1
2011,Finance,OMB Accountant II             ,54017.6,3
2011,Finance,OMB Grant Accountant I        ,41412.8,4
2011,Finance,OMB Grant Accountant II       ,46230.08,10
2011,Finance,OMB Risk Management Manager   ,68348.8,1
2011,Finance,OMB Risk Management Supvsr    ,53040,1
2011,Finance,OMB Technician                ,13041.6,1
2011,Finance,Org Performance Admin         ,71068.4,1
2011,Finance,Org Performance Coordinator   ,65000,1
2011,Finance,Payroll Analyst I             ,34101.6,2
2011,Finance,Payroll Analyst II            ,42369.6,1
2011,Finance,Payroll Coordinator           ,42920.8,2
2011,Finance,Payroll Supvsr                ,64251.2,1
2011,Finance,Policy Analyst                ,67516.8,1
2011,Finance,Project Supvsr                ,56700.8,1
2011,Finance,Purchasing Supvsr             ,62400,1
2011,Finance,Risk Management Analyst       ,35172.8,1
2011,Finance,Surplus Property Coordinator  ,36608,1
2012,Finance,Accounts Payable Analyst      ,36514.4,4
2012,Finance,Administrative Asst - S3      ,32115.2,1
2012,Finance,Administrative Specialist     ,37689.6,1
2012,Finance,Administrative Specialist - S3,57408,1
2012,Finance,Budget Analyst I              ,24024,1
2012,Finance,Budget Planning Analyst       ,58198.4,4
2012,Finance,Business Accountant I         ,36497.06667,12
2012,Finance,Business Accountant II        ,49233.6,11
2012,Finance,Business Administrator        ,67015.28889,9
2012,Finance,Business Specialist           ,30992,3
2012,Finance,Buyer I                       ,34736,1
2012,Finance,Buyer II                      ,44023.2,2
2012,Finance,Buyer III                     ,44969.6,4
2012,Finance,Cash Management Supervisor    ,54246.4,1
2012,Finance,Chief Financial Officer       ,115260.6,1
2012,Finance,Director                      ,85984.6,1
2012,Finance,Executive Administrator       ,90222.6,4
2012,Finance,Executive Assistant           ,46425.6,1
2012,Finance,Finance Coordinator           ,69201.6,1
2012,Finance,Finance Specialist            ,35620,4
2012,Finance,Finance Supvsr II             ,54995.2,2
2012,Finance,Financial Systems Admin       ,68328,1
2012,Finance,Grants Compliance Supvr       ,63252.8,1
2012,Finance,Grants Management Supvr       ,63252.8,1
2012,Finance,Graphic Specialist - S4       ,67423.2,1
2012,Finance,Info Systems Analyst          ,49649.6,1
2012,Finance,Investment Analyst II         ,76398.4,1
2012,Finance,Management Assistant U310     ,29515.2,1
2012,Finance,OMB Accountant I              ,35838.4,2
2012,Finance,OMB Accountant II             ,53326,4
2012,Finance,OMB Grant Accountant I        ,42239.6,4
2012,Finance,OMB Grant Accountant II       ,46250.88,15
2012,Finance,OMB Risk Management Manager   ,69721.6,1
2012,Finance,OMB Risk Management Supvsr    ,54100.8,1
2012,Finance,OMB Technician                ,37169.6,1
2012,Finance,Org Performance Admin         ,72490.6,1
2012,Finance,Org Performance Coordinator   ,73299.2,1
2012,Finance,Payroll Analyst I             ,34788,2
2012,Finance,Payroll Analyst II            ,43222.4,1
2012,Finance,Payroll Coordinator           ,40331.2,1
2012,Finance,Payroll Supvsr                ,65540.8,1
2012,Finance,Policy Analyst                ,67516.8,1
2012,Finance,Project Supvsr                ,57844.8,1
2012,Finance,Purchasing Supvsr             ,63648,1
2012,Finance,Risk Management Analyst       ,33585.06667,3
2012,Finance,Surplus Property Coordinator  ,37336,1
2013,Finance,Accounts Payable Analyst      ,36795.2,3
2013,Finance,Administrative Asst - S3      ,32760,1
2013,Finance,Administrative Specialist     ,38438.4,1
2013,Finance,Administrative Specialist - S3,58552,1
2013,Finance,Budget Analyst I              ,24502.4,1
2013,Finance,Business Accountant I         ,37258.47273,11
2013,Finance,Business Accountant II        ,49551.84,10
2013,Finance,Business Administrator        ,61006.4,1
2013,Finance,Business Specialist           ,31609.06667,3
2013,Finance,Buyer I                       ,35422.4,1
2013,Finance,Buyer II                      ,36920,1
2013,Finance,Buyer III                     ,45864,4
2013,Finance,Cash Management Supervisor    ,55328,1
2013,Finance,Chief Financial Officer       ,117566.8,1
2013,Finance,Director                      ,87703.2,1
2013,Finance,Executive Administrator       ,86292.26667,6
2013,Finance,Finance Coordinator           ,70595.2,1
2013,Finance,Finance Specialist            ,38188.8,1
2013,Finance,Finance Supvsr I              ,56118.4,1
2013,Finance,Finance Supvsr II             ,50211.2,1
2013,Finance,Financial Systems Admin       ,69700.8,1
2013,Finance,Fiscal Administrator          ,66438.98182,11
2013,Finance,Fiscal Manager                ,70824,2
2013,Finance,Grants Compliance Supvr       ,61817.6,1
2013,Finance,Grants Management Supvr       ,64521.6,1
2013,Finance,Graphic Specialist - S4       ,70772,1
2013,Finance,Info Systems Analyst          ,45489.6,2
2013,Finance,Investment Analyst II         ,77916.8,1
2013,Finance,Management Assistant U310     ,29515.2,1
2013,Finance,OMB Accountant I              ,36192,2
2013,Finance,OMB Accountant II             ,54392,4
2013,Finance,OMB Accounting Manager        ,56201.6,1
2013,Finance,OMB Accounts Receivable Spec  ,32032,4
2013,Finance,OMB Grant Accountant I        ,43087.2,4
2013,Finance,OMB Grant Accountant II       ,47851.34545,11
2013,Finance,OMB Insurance Specialist      ,36192,1
2013,Finance,OMB Risk Management Coord     ,44969.6,1
2013,Finance,OMB Risk Management Manager   ,78228.8,1
2013,Finance,OMB Risk Management Supvsr    ,54100.8,1
2013,Finance,OMB Technician                ,26603.2,1
2013,Finance,Org Performance Admin         ,72490.6,1
2013,Finance,Payroll Analyst I             ,35484.8,2
2013,Finance,Payroll Analyst II            ,44096,1
2013,Finance,Payroll Coordinator           ,41142.4,1
2013,Finance,Payroll Supvsr                ,66851.2,1
2013,Finance,Project Supvsr                ,59009.6,1
2013,Finance,Surplus Property Coordinator  ,38084.8,1
2014,Finance,Accounts Payable Analyst      ,37289.2,4
2014,Finance,Administrative Asst           ,32094.4,1
2014,Finance,Administrative Asst - S3      ,38417.6,1
2014,Finance,Administrative Specialist     ,39208,1
2014,Finance,Administrative Specialist - S3,59716.8,1
2014,Finance,Budget Analyst I              ,24991.2,1
2014,Finance,Business Accountant I         ,37556.8,13
2014,Finance,Business Accountant II        ,49372.26667,12
2014,Finance,Business Specialist           ,30215.46667,3
2014,Finance,Buyer II                      ,37668.8,2
2014,Finance,Buyer III                     ,46321.6,4
2014,Finance,Cash Management Supervisor    ,66830.4,1
2014,Finance,Chief Financial Officer       ,119917.2,1
2014,Finance,Director                      ,97793.8,2
2014,Finance,Executive Administrator       ,85189.43333,6
2014,Finance,Finance Coordinator           ,72009.6,1
2014,Finance,Finance Specialist            ,38958.4,1
2014,Finance,Finance Supvsr I              ,57241.6,1
2014,Finance,Finance Supvsr II             ,52873.6,2
2014,Finance,Financial Systems Admin       ,71094.4,1
2014,Finance,Fiscal Administrator          ,66228.93333,12
2014,Finance,Fiscal Manager                ,72238.4,3
2014,Finance,Grants Compliance Supvr       ,62410.4,2
2014,Finance,Grants Management Supvr       ,65811.2,1
2014,Finance,Graphic Specialist - S4       ,72186.4,1
2014,Finance,Info Systems Analyst          ,41142.4,1
2014,Finance,Investment Analyst            ,41433.6,1
2014,Finance,Management Assistant U310     ,31158.4,1
2014,Finance,OMB Accountant I              ,36677.33333,3
2014,Finance,OMB Accountant II             ,57012.8,3
2014,Finance,OMB Accounting Coordinator    ,59009.6,1
2014,Finance,OMB Accounting Manager        ,61516,2
2014,Finance,OMB Accounts Receivable Spec  ,32520.8,4
2014,Finance,OMB Grant Accountant I        ,43955.6,4
2014,Finance,OMB Grant Accountant II       ,48406.8,12
2014,Finance,OMB Insurance Specialist      ,36920,1
2014,Finance,OMB Risk Management Coord     ,45864,1
2014,Finance,OMB Risk Management Manager   ,79788.8,1
2014,Finance,OMB Technician                ,26603.2,1
2014,Finance,Payroll Analyst I             ,36192,2
2014,Finance,Payroll Analyst II            ,44969.6,1
2014,Finance,Payroll Coordinator           ,41974.4,1
2014,Finance,Payroll Supvsr                ,68182.4,1
2014,Finance,Personnel Coordinator         ,47216,1
2014,Finance,Project Supvsr                ,60195.2,1
2014,Finance,Purchasing Supvsr             ,56118.4,2
2014,Finance,Surplus Property Coordinator  ,38854.4,1
2015,Finance,Administrative Asst - S3      ,41142.4,1
2015,Finance,Budget Analyst I              ,49732.8,3
2015,Finance,Business Accountant I         ,38022.4,11
2015,Finance,Business Accountant II        ,50112.4,12
2015,Finance,Business Specialist           ,32277.44,5
2015,Finance,Buyer II                      ,38285.86667,3
2015,Finance,Buyer III                     ,46970.56,5
2015,Finance,Cash Management Supervisor    ,68161.6,1
2015,Finance,Chief Financial Officer       ,121117.1,2
2015,Finance,Communications Assistant      ,32011.2,1
2015,Finance,Director                      ,100683.2667,3
2015,Finance,Environmental Program Spec    ,41974.4,1
2015,Finance,Executive Administrator       ,88140,2
2015,Finance,Executive Assistant           ,36608,1
2015,Finance,Facilities Project Coordinator,56180.8,1
2015,Finance,Finance Coordinator           ,73444.8,1
2015,Finance,Finance Specialist            ,32094.4,1
2015,Finance,Finance Supvsr II             ,65000,1
2015,Finance,Financial Systems Admin       ,72508.8,1
2015,Finance,Financial Systems Coordinator ,53497.6,1
2015,Finance,Fiscal Administrator          ,62625.01818,11
2015,Finance,Fiscal Manager                ,73386.56,5
2015,Finance,Grants Compliance Supvr       ,64272,1
2015,Finance,Grants Supvsr                 ,65010.4,2
2015,Finance,Graphic Specialist - S4       ,73629.4,1
2015,Finance,Info Systems Analyst          ,47153.6,1
2015,Finance,Investment Analyst II         ,54995.2,1
2015,Finance,Management Assistant U310     ,31782.4,1
2015,Finance,OMB Accountant I              ,36677.33333,3
2015,Finance,OMB Accountant II             ,53201.2,4
2015,Finance,OMB Accounting Coordinator    ,60195.2,1
2015,Finance,OMB Accounts Receivable Spec  ,35422.4,5
2015,Finance,OMB Financial Manager         ,75004.8,1
2015,Finance,OMB Grant Accountant I        ,44997.33333,3
2015,Finance,OMB Grant Accountant II       ,48343.36,10
2015,Finance,OMB Grant Accounting Coord    ,53892.8,2
2015,Finance,OMB Insurance Specialist      ,38864.8,2
2015,Finance,OMB Risk Management Coord     ,45864,1
2015,Finance,OMB Risk Management Manager   ,81390.4,1
2015,Finance,OMB Risk Management Supvsr    ,54204.8,1
2015,Finance,OMB Training Coordinator      ,41142.4,1
2015,Finance,Open Records Specialist       ,45864,1
2015,Finance,Open Records Supervisor       ,60008,1
2015,Finance,Payroll Analyst I             ,36920,2
2015,Finance,Payroll Analyst II            ,45864,1
2015,Finance,Payroll Coordinator           ,42806.4,1
2015,Finance,Payroll Supvsr                ,69555.2,1
2015,Finance,Personnel Coordinator         ,47694.4,1
2015,Finance,Project Supvsr                ,61401.6,1
2015,Finance,Property & Leasing Coordinator,45364.8,1
2015,Finance,Records Compliance Coordinator,65000,1
2015,Finance,Senior Policy Advisor         ,61201.4,1
2015,Finance,Surplus Property Coordinator  ,39624,1
2016,Finance,Account Clerk U310            ,36074.13333,3
2016,Finance,Accounting Clerk - E/U        ,36524.8,7
2016,Finance,Archival Coordinator          ,63377.6,1
2016,Finance,Archival Specialist           ,44085.6,2
2016,Finance,Archival Supvsr               ,58427.2,1
2016,Finance,Billing Clerk III - E/U       ,40060.8,1
2016,Finance,Budget Analyst I              ,50731.2,3
2016,Finance,Business Accountant I         ,38433.2,12
2016,Finance,Business Accountant II        ,51253.09091,11
2016,Finance,Business Specialist           ,33040.8,4
2016,Finance,Buyer II                      ,38989.6,2
2016,Finance,Buyer III                     ,47023.6,4
2016,Finance,Cash Management Supervisor    ,69534.4,1
2016,Finance,Chief Financial Officer       ,124763.6,1
2016,Finance,Communications Manager        ,66300,1
2016,Finance,Director                      ,98699.9,4
2016,Finance,Executive Administrator       ,86095.1,4
2016,Finance,Fee Collection Supervisor     ,47507.2,1
2016,Finance,Finance Coordinator           ,74921.6,1
2016,Finance,Finance Specialist            ,39208,1
2016,Finance,Finance Supvsr II             ,54156.26667,3
2016,Finance,Financial Systems Coordinator ,57304,1
2016,Finance,Fiscal Administrator          ,62272.6,16
2016,Finance,Fiscal Manager                ,75342.8,4
2016,Finance,Grant Writer                  ,45895.2,1
2016,Finance,Grants Compliance Supvr       ,63252.8,1
2016,Finance,Grants Supvsr                 ,66310.4,2
2016,Finance,Graphic Specialist - S4       ,75101,1
2016,Finance,Info Systems Analyst          ,48089.6,1
2016,Finance,Intern                        ,19500,1
2016,Finance,Management Assistant U310     ,32905.6,1
2016,Finance,OMB Accountant I              ,37668.8,3
2016,Finance,OMB Accountant II             ,51823.2,4
2016,Finance,OMB Accounting Coordinator    ,72238.4,1
2016,Finance,OMB Accounts Receivable Spec  ,37668.8,5
2016,Finance,OMB Financial Manager         ,74048,6
2016,Finance,OMB Financial Reporting Coord ,63252.8,1
2016,Finance,OMB Grant Accountant I        ,45898.66667,3
2016,Finance,OMB Grant Accountant II       ,49027.68,10
2016,Finance,OMB Grant Accounting Coord    ,56617.6,1
2016,Finance,OMB Insurance Specialist      ,40788.8,1
2016,Finance,OMB Risk Management Manager   ,83012.8,1
2016,Finance,OMB Risk Management Supvsr    ,55286.4,1
2016,Finance,OMB Training Coordinator      ,41558.4,2
2016,Finance,Open Records Specialist       ,46779.2,1
2016,Finance,Open Records Specialist Intake,41142.4,1
2016,Finance,Open Records Supervisor       ,61214.4,1
2016,Finance,Payroll Analyst I             ,37658.4,2
2016,Finance,Payroll Analyst II            ,46779.2,1
2016,Finance,Payroll Coordinator           ,47486.4,1
2016,Finance,Personnel Supvsr              ,53518.4,1
2016,Finance,Project Supvsr                ,62628.8,1
2016,Finance,Records Compliance Coordinator,65000,1
2016,Finance,Records Storage Specialist    ,36920,1
2016,Finance,Senior Buyer                  ,59155.2,1
2016,Finance,Senior Policy Advisor         ,62426,1
2016,Finance,Special Assistant - PT        ,58556.16,1
2016,Finance,Surplus Property Coordinator  ,40414.4,1
2017,Finance,Account Clerk U310            ,36247.46667,3
2017,Finance,Accounting Clerk - E/U        ,36524.8,7
2017,Finance,Archival Coordinator          ,63377.6,1
2017,Finance,Archival Specialist           ,44085.6,2
2017,Finance,Archival Supvsr               ,58427.2,1
2017,Finance,Billing Clerk III - E/U       ,40060.8,1
2017,Finance,Budget Analyst I              ,50731.2,3
2017,Finance,Business Accountant I         ,38395.06667,12
2017,Finance,Business Accountant II        ,51413.44,10
2017,Finance,Business Specialist           ,33040.8,4
2017,Finance,Buyer II                      ,38989.6,2
2017,Finance,Buyer III                     ,47105.06667,3
2017,Finance,Cash Management Supervisor    ,69534.4,1
2017,Finance,Chief Financial Officer       ,124763.6,1
2017,Finance,Communications Manager        ,66300,1
2017,Finance,Director                      ,98699.9,4
2017,Finance,Executive Administrator       ,85527,4
2017,Finance,Fee Collection Supervisor     ,47507.2,1
2017,Finance,Finance Specialist            ,39208,1
2017,Finance,Finance Supvsr II             ,54156.26667,3
2017,Finance,Financial Systems Coordinator ,57304,1
2017,Finance,Fiscal Administrator          ,62553.92,15
2017,Finance,Fiscal Manager                ,76273.6,2
2017,Finance,Grant Writer                  ,45895.2,1
2017,Finance,Grants Compliance Supvr       ,63252.8,1
2017,Finance,Grants Supvsr                 ,66310.4,2
2017,Finance,Graphic Specialist - S4       ,75101,1
2017,Finance,Info Systems Analyst          ,48089.6,1
2017,Finance,Management Assistant U310     ,32905.6,1
2017,Finance,OMB Accountant I              ,37668.8,2
2017,Finance,OMB Accountant II             ,53046.93333,3
2017,Finance,OMB Accounting Coordinator    ,72238.4,1
2017,Finance,OMB Accounts Receivable Spec  ,37668.8,4
2017,Finance,OMB Financial Manager         ,73557.12,5
2017,Finance,OMB Financial Reporting Coord ,63252.8,1
2017,Finance,OMB Grant Accountant I        ,45898.66667,3
2017,Finance,OMB Grant Accountant II       ,49027.68,10
2017,Finance,OMB Grant Accounting Coord    ,56617.6,1
2017,Finance,OMB Insurance Specialist      ,40788.8,1
2017,Finance,OMB Risk Management Manager   ,72238.4,1
2017,Finance,OMB Training Coordinator      ,41974.4,1
2017,Finance,Open Records Specialist       ,46779.2,1
2017,Finance,Open Records Specialist Intake,41142.4,1
2017,Finance,Open Records Supervisor       ,61214.4,1
2017,Finance,Payroll Analyst I             ,37658.4,2
2017,Finance,Payroll Analyst II            ,46779.2,1
2017,Finance,Payroll Coordinator           ,47486.4,1
2017,Finance,Personnel Supvsr              ,53518.4,1
2017,Finance,Project Supvsr                ,62628.8,1
2017,Finance,Records Storage Specialist    ,36920,1
2017,Finance,Senior Buyer                  ,59155.2,1
2017,Finance,Senior Policy Advisor         ,62426,1
2017,Finance,Special Assistant - PT        ,58556.16,1
2017,Finance,Surplus Property Coordinator  ,40414.4,1
2010,Fire Settlement               ,Fire Settlement               ,2080,370
2012,Fire Settlement               ,Fire Settlement               ,2080,14
2013,Fire Settlement               ,Fire Settlement               ,2080,10
2016,Fire Settlement               ,Fire Settlement               ,2080,2
2008,Housing,Administrative Asst           ,36712,2
2008,Housing,Administrative Clerk          ,26832,1
2008,Housing,Administrative Specialist     ,30908.8,2
2008,Housing,Assistant Director            ,64430.34,2
2008,Housing,Business Accountant I         ,31366.4,1
2008,Housing,Business Specialist           ,35734.4,2
2008,Housing,Clerk Typist I A/U U315       ,25330.5,1
2008,Housing,Comm Dev Program Analyst U315 ,28849.6,2
2008,Housing,Director                      ,89629.8,1
2008,Housing,Energy Conservation Coord     ,51656.8,2
2008,Housing,Exec Administrator - NoEEORpt ,74432.8,1
2008,Housing,Executive Administrator       ,70340.4,3
2008,Housing,Executive Assistant           ,42556.8,1
2008,Housing,Grants Coordinator            ,39832,1
2008,Housing,Housing Program Assistant     ,35713.6,1
2008,Housing,Housing Program Specialist    ,35763.52,10
2008,Housing,Housing Program Supvsr        ,49433.28,5
2008,Housing,Housing Rehab Specialist C/U  ,41322.66667,6
2008,Housing,Housing Rehab Supervisor      ,56180.8,1
2008,Housing,Housing Rehab Technician U315 ,41944.5,1
2008,Housing,Info Systems Specialist       ,45468.8,1
2008,Housing,Loan Specialist               ,31844.8,1
2008,Housing,Management Assistant U310     ,38043.2,1
2008,Housing,Property Acquisition Spec     ,48152,2
2008,Housing,Property Acquisition Supvsr   ,45676.8,1
2008,Housing,Receptionist                  ,23337.6,1
2008,Housing,Resid Energy Consrv Tech U315 ,40540.5,1
2008,Housing,Secretary                     ,34736,3
2008,Housing,Social Service Prog Spec U315 ,35193.6,1
2009,Housing,Administrative Asst           ,33155.2,4
2009,Housing,Administrative Clerk          ,25334.4,1
2009,Housing,Administrative Specialist     ,31200,3
2009,Housing,Assistant Director            ,74388.34,2
2009,Housing,Business Accountant I         ,31366.4,1
2009,Housing,Business Manager I            ,45385.6,1
2009,Housing,Business Manager II           ,53726.4,1
2009,Housing,Business Specialist           ,32226.13333,3
2009,Housing,Clerk Typist I A/U U315       ,27019.2,1
2009,Housing,Comm Dev Program Analyst U315 ,29562,1
2009,Housing,Director                      ,89629.8,1
2009,Housing,Executive Administrator       ,68909.75,4
2009,Housing,Grants Coordinator            ,39686.4,2
2009,Housing,Housing & Rehab Manager       ,55016,1
2009,Housing,Housing Program Assistant     ,31839.6,4
2009,Housing,Housing Program Coordinator   ,47153.6,2
2009,Housing,Housing Program Specialist    ,40608.53333,6
2009,Housing,Housing Program Supvsr        ,43222.4,1
2009,Housing,Housing Rehab Specialist C/U  ,37876.8,11
2009,Housing,Housing Rehab Supervisor      ,54028,2
2009,Housing,Info Systems Analyst          ,39540.8,1
2009,Housing,Info Systems Specialist       ,45468.8,1
2009,Housing,Info Systems Supvsr           ,56222.4,1
2009,Housing,Intern                        ,19149.86667,3
2009,Housing,Loan Specialist               ,31844.8,1
2009,Housing,Management Assistant U310     ,39582.4,1
2009,Housing,Property Acquisition Spec     ,52686.4,1
2009,Housing,Secretary                     ,38292.8,1
2010,Housing,Administrative Asst           ,33815.6,4
2010,Housing,Administrative Specialist     ,30940,4
2010,Housing,Assistant Director            ,90326.6,2
2010,Housing,Business Accountant I         ,31990.4,1
2010,Housing,Business Manager I            ,46300.8,1
2010,Housing,Business Manager II           ,54808,1
2010,Housing,Business Specialist           ,32870.93333,3
2010,Housing,Clerk Typist I A/U U315       ,28121.6,1
2010,Housing,Comm Dev Program Analyst U315 ,29562,1
2010,Housing,Community Outreach Spec       ,31990.4,1
2010,Housing,Executive Administrator       ,74503,2
2010,Housing,Executive Assistant           ,38792,1
2010,Housing,Grants Coordinator            ,40164.8,3
2010,Housing,Housing & Rehab Manager       ,56118.4,1
2010,Housing,Housing Program Assistant     ,31749.12,5
2010,Housing,Housing Program Coordinator   ,49316.8,2
2010,Housing,Housing Program Specialist    ,38289.82857,7
2010,Housing,Housing Program Supvsr        ,44096,1
2010,Housing,Housing Rehab Specialist C/U  ,38278.24,10
2010,Housing,Housing Rehab Supervisor      ,55109.6,2
2010,Housing,Info Systems Analyst          ,40331.2,1
2010,Housing,Info Systems Specialist       ,46384,1
2010,Housing,Info Systems Supvsr           ,57345.6,1
2010,Housing,Loan Specialist               ,32489.6,1
2010,Housing,Management Assistant U310     ,40372.8,1
2010,Housing,Property Acquisition Spec     ,53747.2,1
2010,Housing,Secretary                     ,39062.4,1
2010,Housing,Social Service Prog Supvsr II ,49233.6,2
2011,Housing,Administrative Asst           ,33815.6,4
2011,Housing,Administrative Coordinator    ,39124.8,1
2011,Housing,Administrative Specialist     ,31824,3
2011,Housing,Assistant Director            ,96899.4,1
2011,Housing,Business Accountant I         ,31990.4,1
2011,Housing,Business Specialist           ,33051.2,1
2011,Housing,Clerk Typist I A/U U315       ,28683.2,1
2011,Housing,Executive Administrator       ,76502.4,1
2011,Housing,Grants Coordinator            ,40081.6,2
2011,Housing,Grants Supvsr                 ,54163.2,1
2011,Housing,Housing & Rehab Manager       ,56118.4,1
2011,Housing,Housing Program Assistant     ,31952.26667,6
2011,Housing,Housing Program Coordinator   ,44803.2,4
2011,Housing,Housing Program Specialist    ,33834.66667,3
2011,Housing,Housing Program Supvsr        ,53393.6,2
2011,Housing,Housing Rehab Specialist C/U  ,37738.13333,9
2011,Housing,Housing Rehab Supervisor      ,55109.6,2
2011,Housing,Info Systems Analyst          ,40331.2,1
2011,Housing,Info Systems Specialist       ,46384,1
2011,Housing,Info Systems Supvsr           ,57345.6,1
2011,Housing,Interim Director              ,87942.4,1
2011,Housing,Loan Specialist               ,32489.6,1
2011,Housing,Management Assistant U310     ,41184,1
2011,Housing,Property Acquisition Spec     ,53747.2,1
2011,Housing,Secretary                     ,39062.4,1
2011,Housing,Social Service Prog Supvsr I  ,44096,1
2012,Housing,Administrative Asst           ,33883.2,2
2012,Housing,Administrative Coordinator    ,39915.2,1
2012,Housing,Administrative Specialist     ,32489.6,1
2012,Housing,Assistant Director            ,73921.9,2
2012,Housing,Business Accountant I         ,32635.2,1
2012,Housing,Clerk Typist I A/U U315       ,29265.6,1
2012,Housing,Community Outreach Spec       ,32312.8,2
2012,Housing,Director                      ,103001.6,1
2012,Housing,Executive Administrator       ,81545.1,2
2012,Housing,Executive Assistant           ,28849.6,1
2012,Housing,Grants Coordinator            ,41177.06667,3
2012,Housing,Housing & Rehab Manager       ,57241.6,1
2012,Housing,Housing Program Assistant     ,34687.46667,3
2012,Housing,Housing Program Coordinator   ,40740.26667,6
2012,Housing,Housing Program Specialist    ,32312.8,2
2012,Housing,Housing Program Supvsr        ,54454.4,2
2012,Housing,Housing Rehab Specialist C/U  ,40919.54286,7
2012,Housing,Housing Rehab Supervisor      ,53976,1
2012,Housing,Info Systems Analyst          ,40331.2,1
2012,Housing,Info Systems Specialist       ,46384,1
2012,Housing,Info Systems Supvsr           ,58489.6,1
2012,Housing,Intern                        ,20800,6
2012,Housing,Loan Specialist               ,33134.4,1
2012,Housing,Management Assistant U310     ,41184,1
2012,Housing,Personnel Specialist          ,35401.6,1
2012,Housing,Secretary                     ,39852.8,1
2012,Housing,Social Service Prog Supvsr I  ,44969.6,1
2013,Housing,Administrative Asst           ,29328,1
2013,Housing,Administrative Coordinator    ,38027.6,4
2013,Housing,Administrative Programs Supv  ,60195.2,1
2013,Housing,Assistant Director            ,75400,2
2013,Housing,Business Accountant I         ,32635.2,1
2013,Housing,Clerk Typist I A/U U315       ,29265.6,1
2013,Housing,Community Outreach Spec       ,32635.2,3
2013,Housing,Director                      ,105060.8,1
2013,Housing,Executive Administrator       ,79214.2,1
2013,Housing,Executive Assistant           ,29432,1
2013,Housing,Grants Coordinator            ,41717.86667,3
2013,Housing,Housing & Rehab Manager       ,58385.6,1
2013,Housing,Housing Program Assistant     ,32558.93333,3
2013,Housing,Housing Program Coordinator   ,41051.4,8
2013,Housing,Housing Program Specialist    ,32635.2,2
