Year,Department,JobTitle,RegularRate,OvertimeRate,IncentiveAllowance,Other
2009,Mayor's Office,Executive Assistant - NoEEORpt,38899.84,0,0,0
2009,Mayor's Office,Intergovernmental Affairs Aide,79778.72,0,0,0
2009,Mayor's Office,Labor Relations Assistant     ,50710.25,0,0,0
2009,Mayor's Office,Mayor                         ,102558.77,0,0,0
2009,Mayor's Office,Special Assistant             ,81364.36,0,0,3764.88
2009,Mayor's Office,Special Police                ,65042.625,0,0,0
2009,Mayor's Office,Speech Writer                 ,68787.6,0,0,258.6
2009,Mayor's Office,Staff Assistant-NoEEOReport   ,57609.76,0,0,0
2009,Mayor's Office,Video Engineer                ,53795.84,0,0,1213.44
2009,Mayor's Office,Video Producer                ,36568.01,0,0,0
2009,Metro Animal Services,Animal Adoption Coord U310    ,12497.088,572.356,0,128.228
2009,Metro Animal Services,Animal Care Manager           ,36593.95,0,0,2417.33
2009,Metro Animal Services,Animal Care Specialist U310   ,13251.54615,1029.295385,0,369.3353846
2009,Metro Animal Services,Animal Control Officer I U310 ,25025.05353,702.7841176,153.9276471,120.6176471
2009,Metro Animal Services,Animal Control Officer II U310,30063.2075,982.905,190.2425,7.2775
2009,Metro Animal Services,Animal Control Supervisor     ,40664.945,2729.925,0,0
2009,Metro Animal Services,Animal Services Clerk U310    ,23998.76571,679.32,358.4328571,232.0371429
2009,Metro Animal Services,Assistant Director            ,73425.655,0,0,0
2009,Metro Animal Services,Business Clerk                ,30788.19,391.3,0,0
2009,Metro Animal Services,Business Manager I            ,9521.6,0,0,0
2009,Metro Animal Services,Business Specialist           ,28934,1668.38,0,0
2009,Metro Animal Services,Director                      ,98922.34,0,0,0
2009,Metro Animal Services,Kennel Supervisor             ,29113.96,2875.69,0,0
2009,Metro Animal Services,Public Education Coordinator  ,32473.31,17.57,0,0
2009,Metro Animal Services,Staff Helper/Internal         ,4151.4,153,0,0
2009,Metro Animal Services,Veterinarian                  ,60582.66,183.7,0,0
2009,Metro Animal Services,Veterinary Assistant U310     ,30022.165,1241.785,411.53,245.6
2009,Metro Animal Services,Veterinary Clinic Coord U310  ,28961.2,2382.24,0,0
2009,Metro Animal Services,Veterinary Technician         ,11534.745,267.49,0,173.79
2009,Metro Animal Services,Volunteer Coordinator         ,11102.7,218.79,0,256.02
2009,Metro Corrections,Administrative Clerk          ,25835.15,53.41,0,971.2
2009,Metro Corrections,Business Manager I            ,30105.78,0,0,5085.33
2009,Metro Corrections,Business Manager II           ,64606.1,0,0,0
2009,Metro Corrections,Chaplain                      ,43234.7,0,0,0
2009,Metro Corrections,Clerk Typist I A/U U310       ,28070.77,11.4,0,0
2009,Metro Corrections,Clerk Typist II U310          ,29769.2475,56.4525,589.315,0
2009,Metro Corrections,Correction Officer Recruit    ,1246.693333,0,0,80.095
2009,Metro Corrections,Corrections Captain           ,64084.77333,1465.321667,0,888.2666667
2009,Metro Corrections,Corrections Chief             ,106932.58,0,0,0
2009,Metro Corrections,Corrections Clerk U310        ,32267.45778,2837.164444,788.4411111,0
2009,Metro Corrections,Corrections Deputy            ,44726.85,0,0,2222.58
2009,Metro Corrections,Corrections Lieutenant        ,57793.81474,3075.180526,0,57.09473684
2009,Metro Corrections,Corrections Lieutenant - ID   ,65088.04,1264.86,0,0
2009,Metro Corrections,Corrections Major             ,25633.12,0,0,10067.2
2009,Metro Corrections,Corrections Officer           ,33933.25462,2216.461864,0,259.696273
2009,Metro Corrections,Corrections Sergeant          ,42567.85421,2692.848947,0,358.6785965
2009,Metro Corrections,Corrections Sergeant - ID     ,59857.405,3307.605,0,0
2009,Metro Corrections,Corrections Support Coordinato,52774.4,0,0,0
2009,Metro Corrections,Corrections Support Technician,35232.77667,1247.776667,0,0
2009,Metro Corrections,Corrections Supvsr I          ,34710.45556,1228.318889,0,168.4122222
2009,Metro Corrections,Corrections Supvsr II         ,47538.595,0,0,0
2009,Metro Corrections,Corrections Technician        ,22174.295,1578.335,0,84.66666667
2009,Metro Corrections,Data Systems Analyst U310     ,43481.145,1227.395,0,0
2009,Metro Corrections,Data Systems Operator U310    ,18562.505,0,692.74,1174.835
2009,Metro Corrections,Executive Assistant           ,48858.89,208.91,0,0
2009,Metro Corrections,Fingerprint ID Supvsr I       ,40533.22,1777.48,0,0
2009,Metro Corrections,Fingerprint Id Tech II        ,41844.92333,12674.89333,0,0
2009,Metro Corrections,Fingerprint Id Technician     ,25874.60333,3632.761111,0,266.8911111
2009,Metro Corrections,Info Systems Analyst          ,9664.84,313.15,0,0
2009,Metro Corrections,Info Systems Supvsr           ,54046.71,228.42,0,0
2009,Metro Corrections,Inmate Grievance Counselr U310,38426.95,15.11,610.885,0
2009,Metro Corrections,Inventory Control Spec U310   ,42684.43,1162.265,1103.145,0
2009,Metro Corrections,Management Assistant U310     ,32639.7475,129.53,1164.275,933.2575
2009,Metro Corrections,Offender Services Manager     ,44883.72,0,0,0
2009,Metro Corrections,Payroll Specialist            ,12321.59,4.56,0,9.86
2009,Metro Corrections,Personnel Specialist          ,32119.86,106.51,0,0
2009,Metro Corrections,Personnel Supvsr              ,61210.11,0,0,0
2009,Metro Corrections,Prisoner Class Interviewer    ,32153.30484,681.7512903,0,8.867419355
2009,Metro Corrections,Public Information Specialist ,48220.48,2924.31,0,0
2009,Metro Corrections,Research Assistant U310       ,40886.26,168.35,1076.94,0
2009,Metro Corrections,Secretary                     ,25195.52,17.76,0,0
2009,Metro Corrections,Senior Corrections Technician ,30002.88581,2135.875806,0,215.9487097
2009,Metro Corrections,Senior Social Worker U310     ,43343.29,705.19,0,0
2009,Metro Corrections,Social Service Prog Coord     ,24399.21,0,0,9658.8
2009,Metro Corrections,Substance Abuse Program Coord ,50859.39,0,0,0
2009,Metro Council,Administrative Asst - S3      ,27051.345,32.635,0,0
2009,Metro Council,Administrative Clerk-S2       ,15019.46571,13.11428571,0,8.771428571
2009,Metro Council,Administrative Specialist - S3,1762.4,0,0,292.6
2009,Metro Council,Business Manager              ,66223.36,0,0,497.92
2009,Metro Council,Business Specialist - S3      ,46983.35,0,0,0
2009,Metro Council,Caucus Director               ,70008.05,0,0,135.2
2009,Metro Council,Director of Communications    ,53008.485,0,0,0
2009,Metro Council,Financial Advisor             ,74241.94,0,0,0
2009,Metro Council,Info Systems Coordinator      ,39372.44,982.85,0,0
2009,Metro Council,Legislative Aide              ,45972.76625,0,0,463.115
2009,Metro Council,Legislative Assistant         ,47305.28313,0,0,1245.990625
2009,Metro Council,Metro Council Asst Clerk      ,41837.45,907.0166667,0,0
2009,Metro Council,Metro Council Clerk           ,69245.14,0,0,0
2009,Metro Council,Metro Council Member          ,40499.765,0,0,0
2009,Metro Council,Staff Helper/Internal         ,5168.4384,0,0,11.8588
2009,Neighborhoods,Administrative Asst           ,18950.76,309.21,0,0
2009,Neighborhoods,Administrative Asst - S3      ,14118.23,0,0,0
2009,Neighborhoods,Administrative Coordinator    ,20987.04,0,0,1621.55
2009,Neighborhoods,Assistant Director            ,39059.52,0,0,12736.8
2009,Neighborhoods,Business Manager I            ,48241.82,0,0,0
2009,Neighborhoods,Business Specialist           ,33324.51,649.9,0,125.28
2009,Neighborhoods,Community Outreach Coord      ,38885.624,284.644,0,771.536
2009,Neighborhoods,Community Outreach Supvsr     ,28008.51,0,0,5494.63
2009,Neighborhoods,Development Manager           ,73394.79,0,0,0
2009,Neighborhoods,Development Supvsr            ,25634.92,0,0,6080.85
2009,Neighborhoods,Director                      ,102625.42,0,0,0
2009,Neighborhoods,Events Coordinator            ,43070.72,0,0,0
2009,Neighborhoods,Events Supvsr                 ,55692.89,0,0,0
2009,Neighborhoods,Executive Administrator       ,76150.48,0,0,0
2009,Neighborhoods,Info and Referral Manager     ,66190.33,0,0,2423.6
2009,Neighborhoods,Info and Referral Specialist  ,25398.86214,232.1535714,0,14.845
2009,Neighborhoods,Info and Referral Supvsr      ,35878.12,465.34,0,0
2009,Neighborhoods,International Prog Spec       ,35392.1,785.76,0,1243.57
2009,Neighborhoods,Landscape Worker              ,13906.4,567.68,0,0
2009,Neighborhoods,Landscaping Supvsr I          ,46858.56,941.35,0,1233.12
2009,Neighborhoods,Special Assistant - PT        ,67071.4,0,0,0
2009,Neighborhoods,Volunteer Coordinator         ,29217.47,1089.49,0,0
2009,Neighborhoods,Youth Services Coordinator II ,18563.15333,33.41666667,0,297.8566667
2009,Neighborhoods,Youth Services Supervisor     ,73034.44,39.68,0,2636.15
2009,Other Officials ,Constable                     ,1250,0,0,0
2009,Other Officials ,Deputy Director of Lib Svcs   ,63787.5,0,0,0
2009,Other Officials ,Executive Director of Lib Svcs,81506.25,0,0,0
2009,Other Officials ,Technical Services Librarian  ,49632.75,0,0,0
2009,Parks & Recreation,Administrative Asst           ,28502.35833,16.63333333,0,0
2009,Parks & Recreation,Administrative Clerk          ,28634.79,6.06,0,0
2009,Parks & Recreation,Administrative Supvsr I       ,34877.96,263.06,0,0
2009,Parks & Recreation,Aquatics Manager              ,45362.66,0,0,1144.52
2009,Parks & Recreation,"Architect, Registered         ",45472.02,0,0,0
2009,Parks & Recreation,Assistant Director            ,86061.64,0,0,1537.3
2009,Parks & Recreation,Business Accountant II        ,45390.28,0,0,1706.4
2009,Parks & Recreation,Business Clerk                ,26653.22,5.205,0,0
2009,Parks & Recreation,Business Manager I            ,46454.26,0,0,0
2009,Parks & Recreation,Business Manager II           ,72543.54,0,0,1363.6
2009,Parks & Recreation,Business Specialist           ,32930.8,304.495,0,0
2009,Parks & Recreation,Carpenter P/U                 ,33274.91,490.7575,75,0
2009,Parks & Recreation,Cashier                       ,25048.7,7.11,0,0
2009,Parks & Recreation,Clerk                         ,16028.335,60.895,0,828.445
2009,Parks & Recreation,Communications Dispatcher     ,26845.53,0,0,0
2009,Parks & Recreation,Construction Supvsr           ,65946.76,0,0,0
2009,Parks & Recreation,Development Coordinator       ,30284.59,0,0,1499.19
2009,Parks & Recreation,Director                      ,106731.18,0,0,0
2009,Parks & Recreation,Electrician II P/U            ,37657.92,1093.76,0,0
2009,Parks & Recreation,Engineer II                   ,1662.4,0,0,0
2009,Parks & Recreation,Engineer III                  ,22057.15,0,0,9440
2009,Parks & Recreation,Events Coordinator            ,34147.34,0,0,0
2009,Parks & Recreation,Executive Administrator       ,71340.65,0,0,0
2009,Parks & Recreation,Executive Assistant           ,38580.69,0,0,0
2009,Parks & Recreation,Forester I                    ,30620.895,2742.24,50,529.125
2009,Parks & Recreation,Forestry Supvsr I             ,33706.31333,486.6333333,0,0
2009,Parks & Recreation,Forestry Supvsr II            ,38559.36,0,0,0
2009,Parks & Recreation,Golf  Maint Worker II         ,28420.20643,317.6614286,42.85714286,247.5971429
2009,Parks & Recreation,Golf Operations Coordinator   ,37583.52,99.87,0,6086.4
2009,Parks & Recreation,Golf Operations Manager       ,55008.8,0,0,0
2009,Parks & Recreation,Golf Operations Supvsr I      ,30972.845,610.755,0,60.32
2009,Parks & Recreation,Golf Operations Supvsr II     ,38513.122,694.266,0,431.488
2009,Parks & Recreation,Graphic Specialist            ,36729.28,0,0,0
2009,Parks & Recreation,Health and Safety Specialist  ,46411.7,1423.1,0,0
2009,Parks & Recreation,Historic Riverside Assistant  ,28917.29,1788.76,0,0
2009,Parks & Recreation,Historic Riverside Site Supv  ,26746.91,1146.225,100,1068.47
2009,Parks & Recreation,Historic Site Supvsr          ,46156.39,0,0,0
2009,Parks & Recreation,Horticultural Park Wrkr I     ,23497.57,386.985,0,395.025
2009,Parks & Recreation,Inventory Supvsr              ,35295.35,119.88,0,1304.3
2009,Parks & Recreation,Landscape Architect           ,64421.09,0,0,0
2009,Parks & Recreation,Landscaping Supvsr I          ,34932.26,549.58,0,0
2009,Parks & Recreation,Landscaping Supvsr II         ,29716.405,0,0,1303.675
2009,Parks & Recreation,Lifeguard                     ,20180.04,115.3675,0,364.66
2009,Parks & Recreation,"Lifeguard, Senior             ",26768.36,376.43,0,1237.153333
2009,Parks & Recreation,Maintenance Trades Asst       ,26846.70286,3332.951429,128.5714286,286.5785714
2009,Parks & Recreation,Marketing Coordinator         ,36726.48,0,0,0
2009,Parks & Recreation,Mechanic II P/U               ,34771.63,654.616,100,0
2009,Parks & Recreation,Naturalist                    ,37468.7725,155.075,0,190.4
2009,Parks & Recreation,Park Aide                     ,3779.527632,10.90552632,0,0
2009,Parks & Recreation,Park Worker I                 ,19376.74333,365.1633333,0,4.333333333
2009,Parks & Recreation,Park Worker II                ,25441.2927,955.2068919,89.18918919,141.6474324
2009,Parks & Recreation,Park Worker II-CDL            ,25871.19357,1879.242143,53.57142857,28.71357143
2009,Parks & Recreation,Park Worker III-CDL           ,34961.66,3780.225,125,352
2009,Parks & Recreation,Parks Administrator           ,64818.86,0,0,731.04
2009,Parks & Recreation,Parks Coordinator             ,36114.55,0,0,0
2009,Parks & Recreation,Parks Facilities Coordinator  ,2324.16,0,0,8715.6
2009,Parks & Recreation,Parks Manager                 ,51576.1575,0,0,0
2009,Parks & Recreation,Parks Planning Supervisor     ,67473.45,0,0,1268
2009,Parks & Recreation,Parks Supvsr I                ,24524.7275,1229.631667,0,130.92
2009,Parks & Recreation,Parks Supvsr II               ,40426.375,253.9678571,0,138.3
2009,Parks & Recreation,Payroll Specialist            ,15852.88,27.65,0,291.27
2009,Parks & Recreation,Personnel Supvsr              ,65265.8,0,0,0
2009,Parks & Recreation,Plumber P/U                   ,30528.34,417.2,0,0
2009,Parks & Recreation,Plumber P/U-CDL               ,32723.21,147.96,0,0
2009,Parks & Recreation,Pool Technician               ,33089.535,3497.105,125,0
2009,Parks & Recreation,Public Education Coordinator  ,35584.75,0,0,0
2009,Parks & Recreation,Public Education Supvsr       ,44219.84,0,0,831.2
2009,Parks & Recreation,Public Information Supvsr     ,62635.88,0,0,0
2009,Parks & Recreation,Recreation Administrator      ,60803.93,0,0,2285.6
2009,Parks & Recreation,Recreation Aide               ,2443.985543,27.11451087,0,0
2009,Parks & Recreation,Recreation Assistant P/U      ,26168.1916,208.0048,204.304,323.806
2009,Parks & Recreation,Recreation Coordinator        ,27203.535,88.495,0,242.56
2009,Parks & Recreation,Recreation Instructor         ,2237.240625,5.925,0,0
2009,Parks & Recreation,Recreation Leader P/U         ,30165.53364,225.5627273,396.8090909,307.5018182
2009,Parks & Recreation,Recreation Manager            ,39903.71333,0,0,1166.023333
2009,Parks & Recreation,Recreation Supvsr             ,31391.9725,4.9545,0.8,490.115
2009,Parks & Recreation,Recreation Worker  P/U        ,23209.75,115.61,16,0
2009,Parks & Recreation,Recreation Worker P/T-P/U     ,8924.05,232.6853846,78.5,4.963076923
2009,Parks & Recreation,Secretary                     ,30241.23667,0,0,0
2009,Parks & Recreation,Security Supvsr               ,39176.52,0,0,0
2009,Parks & Recreation,Senior Golf Operations Supv   ,41786.1025,353.0725,0,816.8
2009,Parks & Recreation,Staff Assistant               ,7027.921579,147.0336842,0,1.214210526
2009,Parks & Recreation,Staff Helper/External         ,4514.03,55.88181818,0,0
2009,Parks & Recreation,Storekeeper II P/U            ,29591.63,107.78,200,0
2009,Parks & Recreation,Systems Analyst               ,39654.73,142.6,0,0
2009,Parks & Recreation,Welder P/U                    ,34393.21,394.79,250,0
2009,Parks & Recreation,Youth Services Coordinator I  ,22711.94,0,0,409.75
2009,Planning and Design Services,"Architect, Registered         ",53987.36,0,0,0
2009,Planning and Design Services,Architectural Projects Coord  ,59307.38,0,0,2229.6
2009,Planning and Design Services,Assistant Director            ,73038.28,0,0,0
2009,Planning and Design Services,Associate Planner U315        ,41591.0025,16.4025,590.8475,0
2009,Planning and Design Services,Board Member                  ,1018.75,0,0,0
2009,Planning and Design Services,Business Manager I            ,46156.38,0,0,0
2009,Planning and Design Services,Business Specialist           ,1859.52,0,0,6198.4
2009,Planning and Design Services,Director                      ,91929.48,0,0,1818.6
2009,Planning and Design Services,Executive Assistant           ,53519.26,18.86,0,0
2009,Planning and Design Services,Historic Preservation Officer ,65116.8,0,0,0
2009,Planning and Design Services,Historic Preservation Spec    ,41070.495,0,0,0
2009,Planning and Design Services,Landscape Architect           ,44219.84,0,0,0
2009,Planning and Design Services,Management Assistant U315     ,30341.85333,0,273.7633333,0
2009,Planning and Design Services,Planner I                     ,23243.56667,0,0,17.4
2009,Planning and Design Services,Planner II                    ,32896.335,0,0,120.74
2009,Planning and Design Services,Planning & Design Coord       ,51660.72333,0,0,2031.67
2009,Planning and Design Services,Planning & Design Supvsr      ,54258.755,0,0,0
2009,Planning and Design Services,Planning and Design Manager   ,66498.27,0,0,0
2009,Planning and Design Services,Planning Technician U315      ,24116.51,0,0,147.848
2009,Planning and Design Services,Public Information Specialist ,43794.24,0,0,1646.4
2009,Planning and Design Services,Secretary - A/U U315          ,16772.215,0,0,5000.315
2009,Public Health & Wellness,Administrative Asst           ,18071.406,319.392,0,16.714
2009,Public Health & Wellness,Administrative Coordinator    ,36138.755,340.62,0,0
2009,Public Health & Wellness,Adv Reg Nurse Practitionr U310,22517.32,0,0,347.55
2009,Public Health & Wellness,Assistant Director            ,74739.79333,0,0,1404.883333
2009,Public Health & Wellness,Business Accountant I         ,34130.575,88.43,0,0
2009,Public Health & Wellness,Business Manager I            ,44411.015,16.285,0,0
2009,Public Health & Wellness,Business Manager II           ,16062.68,0,0,0
2009,Public Health & Wellness,Business Specialist           ,32473.28,0,0,0
2009,Public Health & Wellness,Clerical Supvsr               ,40642.68,366.55,0,0
2009,Public Health & Wellness,Clerk Typist II U317          ,31841.35,977.308,889.452,437.204
2009,Public Health & Wellness,Comm Hlth Nurse Speclst - BX  ,10849.19333,5.07,0,0
2009,Public Health & Wellness,Comm Hlth Services Clerk - BX ,18494.13,4.13,0,0
2009,Public Health & Wellness,Comm Hlth Soc Svc Asst I U317 ,28634.87,1108.815,571.935,0
2009,Public Health & Wellness,Comm Hlth Soc Svc Asst II U317,26026.0225,70.79166667,258.4941667,27.91666667
2009,Public Health & Wellness,Comm Hlth Svcs Clk Mobile U317,15541.485,409.095,0,0
2009,Public Health & Wellness,Community Health Admin        ,55564.48,0,0,346.4
2009,Public Health & Wellness,Community Health Manager      ,51200.574,0,0,680.8
2009,Public Health & Wellness,Community Health Nurse Supvsr ,34394.31286,0,0,1170.441429
2009,Public Health & Wellness,Community Health Specialist   ,36427.71,594.284,0,180.82
2009,Public Health & Wellness,Community Health Supvsr       ,33693.38556,0,0,1972.264444
2009,Public Health & Wellness,Community Health Svcs Clk U317,30217.42545,162.8321212,592.3993939,47.99121212
2009,Public Health & Wellness,Community Hlth Med Asst U317  ,27636.0545,174.21,309.9035,51.6255
2009,Public Health & Wellness,Community Hlth Nurse Spec U310,38807.67289,0,294.8855263,521.5121053
2009,Public Health & Wellness,Community Hlth Soc Wrkr U317  ,36344.004,93.26,689.226,1515.3
2009,Public Health & Wellness,Community Outreach Coord      ,35269.68333,123.6366667,0,0
2009,Public Health & Wellness,Data Systems Analyst U317     ,46326.79,539.22,824.52,0
2009,Public Health & Wellness,Dentist                       ,29086.81,0,0,0
2009,Public Health & Wellness,Environmental Engineer Coord  ,62861.12,0,0,1181.6
2009,Public Health & Wellness,Environmental Health Administr,51370.43,0,0,0
2009,Public Health & Wellness,Environmental Health Mngr     ,49662.45,0,0,928.4
2009,Public Health & Wellness,Environmental Health Spec U317,39599.97515,1370.238485,339.3209091,172.9236364
2009,Public Health & Wellness,Environmental Health Supvsr   ,37928.42,60.346,0,314.11
2009,Public Health & Wellness,Epidemiologist                ,48880.1775,0,0,0
2009,Public Health & Wellness,Executive Assistant           ,47910.49,1799.19,0,0
2009,Public Health & Wellness,Exp Function Dental Asst U317 ,35438.76,16.36,903.71,0
2009,Public Health & Wellness,Grants Contract Coordinator   ,58100.49,0,0,0
2009,Public Health & Wellness,Health Education Spec II U317 ,37176.61091,180.02,293.7390909,675.7936364
2009,Public Health & Wellness,Info Systems Specialist       ,33890.74,252.7,0,0
2009,Public Health & Wellness,Inventory Control Spec U317   ,46213.6,0,1539.36,0
2009,Public Health & Wellness,Laboratory Assistant U317     ,23420.48,0,0,0
2009,Public Health & Wellness,Laboratory Tech & General Supv,55264.25,0,0,0
2009,Public Health & Wellness,Laboratory Technician U317    ,42948.33,0,1378.55,0
2009,Public Health & Wellness,Laboratory Technologist U317  ,34574.024,1.532,186.226,2.2
2009,Public Health & Wellness,Licensed Practical Nurse U317 ,38241.51,439.67,609.73,0
2009,Public Health & Wellness,Local Area Network Analyst    ,48752.51,63.03,0,0
2009,Public Health & Wellness,Management Assistant U317     ,32231.02133,527.4473333,539.796,171.0726667
2009,Public Health & Wellness,Mosquito Control - Temp Wrk   ,4405.6875,0.5625,0,0
2009,Public Health & Wellness,Nutrition Manager             ,56817.61,0,0,0
2009,Public Health & Wellness,Nutrition Services Spec U310  ,30967.6325,0,346.6525,0
2009,Public Health & Wellness,Nutrition Services Spec U317  ,45715.61688,50.975625,602.943125,1235.79375
2009,Public Health & Wellness,Nutrition Supvsr              ,44221.92,0,0,0
2009,Public Health & Wellness,Nutrition Svcs Educator U317  ,43831.14,11.69666667,491.7733333,0
2009,Public Health & Wellness,Office Worker                 ,7928.8,0,0,0
2009,Public Health & Wellness,Payroll Specialist            ,27540.84,52.46,0,0
2009,Public Health & Wellness,Public Information Specialist ,42730.24,0,0,0
2009,Public Health & Wellness,Public Information Supvsr     ,58081.69,0,0,0
2009,Public Health & Wellness,Quality Improvement Coord     ,36635.15,0,0,0
2009,Public Health & Wellness,Radiologic Technician A/U U317,30312.82,14.82,0,21
2009,Public Health & Wellness,Receptionist                  ,11440,250.25,0,0
2009,Public Health & Wellness,Secretary A/U U317            ,37189.48,376.2225,1314.5975,0
2009,Public Health & Wellness,Secretary/Stenographer U317   ,39959.7,176.42,2446.29,0
2009,Public Health & Wellness,Senior Sub Abuse Counslr U310 ,41237.8775,0,305.04,0
2009,Public Health & Wellness,Social Service Technician U317,27623.36,0,0,0
2009,Public Health & Wellness,Substance Abuse Supvsr        ,45728.6,0,0,0
2009,Public Health & Wellness,Swimming Pool Prog - Temp Wrk ,3419,13.05,0,0
2009,Public Health & Wellness,Technology Cabinet Admin      ,77266.93,0,0,0
2009,Public Health & Wellness,Translator U310               ,20652.55,0,0,0
2009,Public Health & Wellness,Vital Statistics Spec U317    ,29174.51,0,0,0
2009,Public Works,Account Clerk Typist U310     ,15135.92,0,0,12.28
2009,Public Works,Administrative Asst           ,30586.8025,251.55,0,0
2009,Public Works,Administrative Clerk          ,8272,0,0,310.86
2009,Public Works,Administrative Coordinator    ,31430.16333,131.7516667,0,1388.266667
2009,Public Works,Administrative Specialist     ,29498.67875,52.80375,0,282.285
2009,Public Works,Administrative Supvsr I       ,38567.53,1286.11,0,0
2009,Public Works,Administrative Supvsr II      ,59435.09,0,0,0
2009,Public Works,Arborist                      ,44219.84,0,0,0
2009,Public Works,Architectural Projects Coord  ,56838.92,0,0,1175.6
2009,Public Works,Assistant Director            ,86701.6,0,0,905.8
2009,Public Works,Auto Service Worker II U310   ,31765.36,0,754.275,0
2009,Public Works,Automotive Mechanic I U310    ,32088.57333,0,0,0
2009,Public Works,Automotive Mechanic II U310   ,41718.28167,0,412.5,0
2009,Public Works,Boiler & Cooling Sys Oper U310,21025.23,170.425,0,2.725
2009,Public Works,Boiler & Cooling Sys Op-TM    ,28644.215,51.86,308.15,0
2009,Public Works,Business Manager II           ,55040.73,0,0,0
2009,Public Works,Business Specialist           ,33973.3225,68.2125,0,0
2009,Public Works,Carpenter-TM                  ,41363.28,505.16,616.3,0
2009,Public Works,Construction Coordinator      ,39715.44333,0,0,65.8
2009,Public Works,Co-Op Education Student       ,7757.34,0,0,0
2009,Public Works,Custodial Supvsr              ,27384.3675,604.7375,0,247.5
2009,Public Works,Custodial Worker I U310       ,17318.42933,162.8213333,172.5916667,198.6816667
2009,Public Works,Custodial Worker II U310      ,21305.244,198.338,529,383.872
2009,Public Works,Custodian - S1                ,6742.533333,0,0,0
2009,Public Works,Custodian-TM                  ,24465.65476,477.7090476,317.647619,4.841428571
2009,Public Works,Director                      ,102625.42,0,0,0
2009,Public Works,District Operation Admin      ,44252.885,0,0,0
2009,Public Works,District Operations Manager   ,36265.892,1315.268,0,374.226
2009,Public Works,Electrical Maintenance Supv I ,40875.8125,11062.5525,0,0
2009,Public Works,EM Apprentice                 ,12074.07667,6253.436667,0,0
2009,Public Works,"EM Electrician A"" Journeyman """,41778.88684,11094.09053,757.3684211,232.3478947
2009,Public Works,EM Foreman                    ,59067.24333,29379.37333,2561.111111,150.8688889
2009,Public Works,EM General Foreman            ,60711.71,31561.225,2560,23.915
2009,Public Works,EM LJATC Apprentice           ,15106.5,3086.62,0,0
2009,Public Works,Engineer I                    ,27534.27,15.38333333,0,0
2009,Public Works,Engineer II                   ,34479.27,0,0,1288.533333
2009,Public Works,Engineer III                  ,64562.1675,0,0,0
2009,Public Works,Engineer Manager              ,81130.025,0,0,1578.8
2009,Public Works,Engineer Supvsr               ,41865.44,0,0,4829.9775
2009,Public Works,Engineering Technician II     ,15518.28,0,0,309.17
2009,Public Works,Env Health & Safety Coord     ,535.36,0,0,0
2009,Public Works,Environmental Policy Coordinat,46515.39,0,0,0
2009,Public Works,Environmental Program Spec    ,19385.6,0,0,0
2009,Public Works,Equipment Operator U310       ,26195.30105,7383.480526,231.9947368,72.47815789
2009,Public Works,Equipment Operator-TM         ,26187.93277,7748.359362,281.8893617,207.2097872
2009,Public Works,Equipment Training Specialist ,18737.6,0,0,0
2009,Public Works,Executive Administrator       ,72833.4,0,0,5410.12
2009,Public Works,Facilities Maint Administrator,68518.08,0,0,0
2009,Public Works,Facilities Maint. Manager     ,28354.81,261,0,274.5025
2009,Public Works,Facilities Maint. Spec        ,44900.65,3268.99,0,0
2009,Public Works,Facilities Maint. Supvsr I    ,34629.71857,769.5128571,0,0
2009,Public Works,Facilities Maint. Supvsr II   ,46080.97333,0,0,247.8666667
2009,Public Works,Fleet Administrator           ,70202.78,0,0,2639.2
2009,Public Works,Fleet Manager                 ,38402.7,0,0,5571
2009,Public Works,Fleet Service Writer          ,30387.84,96.39,0,0
2009,Public Works,Fleet Supvsr                  ,43811.874,3948.364,0,336.96
2009,Public Works,FM Security & Safety Supvr    ,36638.6,0,0,0
2009,Public Works,Geographic Info Syst Supvsr   ,48539.73,359.26,0,0
2009,Public Works,Heatng Vent/Air Cond Mech U310,8510.1,701.784,0,0
2009,Public Works,Heavy Equip Mechanic I U310   ,33326.15286,1573.702857,292.6957143,0
2009,Public Works,Horticulturist                ,10689.6,187.2,0,0
2009,Public Works,Labor Supvsr I                ,24224.79241,6020.148621,0,658.9210345
2009,Public Works,Laborer                       ,7847.152174,55.24,0,76.30652174
2009,Public Works,Laborer-TM                    ,24942.47357,5227.025714,287.8857143,394.2657143
2009,Public Works,Landscaping Supvsr I          ,50182.8,3304.29,0,0
2009,Public Works,Mail Clerk U310               ,21952.38,13.8725,534.3125,0
2009,Public Works,Mail Room Supvsr              ,32097.78,79.17,0,0
2009,Public Works,Maintenance Carpenter I U310  ,32666.16,677.75,438.8166667,0
2009,Public Works,Maintenance Carpenter II U310 ,47085.85,528.31,1887.9,0
2009,Public Works,Maintenance Elect  II U310    ,45513.87,7869.33,1125.81,0
2009,Public Works,Maintenance Electrician I U310,34162.27,1028.035,573.145,0
2009,Public Works,Maintenance Electrician-TM    ,47272.91,4466.06,566.3,0
2009,Public Works,Maintenance Painter I U310    ,30169.61,523.4733333,462.85,0
2009,Public Works,Maintenance Painter II U310   ,47085.84,3126.2,1331.45,0
2009,Public Works,Maintenance Plumber I U310    ,28399.41667,357.25,0,0
2009,Public Works,Maintenance Plumber II U310   ,39936.7,2990.913333,537.0966667,0
2009,Public Works,Maintenance Worker U310       ,22996.51067,709.906,306.818,81.86333333
2009,Public Works,Maintenance Worker-TM         ,33287.67333,850.145,394.2,0.933333333
